日付,商品名,カテゴリ,担当者,地域,数量,売上金額,利益率(%)
2024-08-03,データ分析基盤構築,Software,小林 美咲,名古屋,1,4661940,78.4
2024-08-07,クラウド移行支援,Consulting,木村 誠司,名古屋,1,5171084,76.7
2024-08-12,エンタープライズERP,Software,橋本 彩子,大阪,1,8117394,80.2
2024-08-16,エンタープライズERP,Software,木村 誠司,広島,1,9078152,78.6
2024-08-21,ライセンス（追加）,License,小林 美咲,福岡,1,938426,52.0
2024-08-27,クラウド移行支援,Consulting,渡辺 浩二,名古屋,1,5480422,76.1
2024-09-03,セキュリティ監査,Consulting,渡辺 浩二,大阪,1,2839231,73.2
2024-09-05,ライセンス（追加）,License,伊藤 大介,広島,1,691625,55.8
2024-09-05,年間保守契約,Support,中島 健太,福岡,1,1274046,82.3
2024-09-11,クラウド移行支援,Consulting,中島 健太,広島,1,5376840,75.6
2024-09-11,ヘルプデスク運用,Support,小林 美咲,東京,1,301502,68.0
2024-09-12,ヘルプデスク運用,Support,斎藤 里奈,福岡,1,396779,68.2
2024-09-14,クラウド移行支援,Consulting,渡辺 浩二,広島,1,3469171,74.3
2024-09-14,データ分析基盤構築,Software,小林 美咲,大阪,1,4221741,79.4
2024-09-14,トレーニング・研修,Service,橋本 彩子,仙台,1,507466,66.1
2024-09-16,セキュリティ監査,Consulting,木村 誠司,大阪,1,2409765,70.1
2024-09-16,年間保守契約,Support,木村 誠司,名古屋,1,1170694,82.8
2024-09-19,ヘルプデスク運用,Support,木村 誠司,福岡,1,393263,67.9
2024-09-21,セキュリティ監査,Consulting,木村 誠司,大阪,1,2974369,71.6
2024-09-23,ヘルプデスク運用,Support,小林 美咲,大阪,1,307780,70.5
2024-09-24,データ分析基盤構築,Software,渡辺 浩二,名古屋,1,4221628,77.9
2024-09-24,クラウド移行支援,Consulting,斎藤 里奈,大阪,1,4629347,76.5
2024-09-24,データ分析基盤構築,Software,橋本 彩子,仙台,1,3828721,76.5
2024-09-27,ヘルプデスク運用,Support,中島 健太,大阪,1,337217,71.8
2024-10-03,トレーニング・研修,Service,伊藤 大介,大阪,1,588730,66.6
2024-10-06,クラウド移行支援,Consulting,中島 健太,福岡,1,3961704,76.5
2024-10-08,セキュリティ監査,Consulting,斎藤 里奈,福岡,1,2811977,73.6
2024-10-12,データ分析基盤構築,Software,小林 美咲,福岡,1,4368710,79.4
2024-10-14,トレーニング・研修,Service,橋本 彩子,大阪,1,523754,64.0
2024-10-16,セキュリティ監査,Consulting,斎藤 里奈,名古屋,1,2767632,72.6
2024-10-19,ライセンス（追加）,License,中島 健太,名古屋,1,806561,56.5
2024-10-20,ライセンス（追加）,License,木村 誠司,広島,1,827883,56.3
2024-10-21,セキュリティ監査,Consulting,橋本 彩子,名古屋,1,2306935,70.3
2024-10-22,年間保守契約,Support,斎藤 里奈,仙台,1,1144697,82.2
2024-10-26,エンタープライズERP,Software,木村 誠司,東京,1,6979923,79.2
2024-10-27,クラウド移行支援,Consulting,橋本 彩子,東京,1,4903282,76.4
2024-10-27,クラウド移行支援,Consulting,橋本 彩子,大阪,1,5012419,74.1
2024-10-28,セキュリティ監査,Consulting,小林 美咲,福岡,1,2845942,70.5
2024-11-01,データ分析基盤構築,Software,小林 美咲,名古屋,1,3977960,78.4
2024-11-08,エンタープライズERP,Software,伊藤 大介,福岡,1,5856237,79.7
2024-11-23,エンタープライズERP,Software,中島 健太,大阪,1,8715808,79.7
2024-11-25,トレーニング・研修,Service,渡辺 浩二,大阪,1,568405,64.2
2024-11-25,年間保守契約,Support,小林 美咲,広島,1,1298107,82.2
2024-11-26,クラウド移行支援,Consulting,中島 健太,広島,1,5406009,76.3
2024-11-28,エンタープライズERP,Software,小林 美咲,東京,1,9506039,80.6
2024-11-28,ライセンス（追加）,License,斎藤 里奈,大阪,1,985624,52.1
2024-12-04,セキュリティ監査,Consulting,伊藤 大介,名古屋,1,2048805,72.7
2024-12-07,セキュリティ監査,Consulting,小林 美咲,広島,1,2381917,71.1
2024-12-07,ヘルプデスク運用,Support,斎藤 里奈,名古屋,1,314698,70.5
2024-12-08,データ分析基盤構築,Software,渡辺 浩二,東京,1,3561878,79.2
2024-12-10,ライセンス（追加）,License,中島 健太,広島,1,989073,57.1
2024-12-11,トレーニング・研修,Service,渡辺 浩二,仙台,1,402364,66.8
2024-12-12,エンタープライズERP,Software,中島 健太,福岡,1,8764696,79.9
2024-12-13,データ分析基盤構築,Software,小林 美咲,広島,1,3169921,78.4
2024-12-13,データ分析基盤構築,Software,斎藤 里奈,名古屋,1,4703022,76.6
2024-12-14,データ分析基盤構築,Software,小林 美咲,大阪,1,4133386,79.2
2024-12-16,ライセンス（追加）,License,小林 美咲,福岡,1,823843,56.4
2024-12-16,クラウド移行支援,Consulting,木村 誠司,広島,1,5183310,76.0
2024-12-17,ヘルプデスク運用,Support,小林 美咲,名古屋,1,368069,68.0
2024-12-18,セキュリティ監査,Consulting,橋本 彩子,福岡,1,2509118,72.7
2024-12-18,セキュリティ監査,Consulting,斎藤 里奈,東京,1,2050686,71.0
2024-12-20,セキュリティ監査,Consulting,伊藤 大介,大阪,1,2037556,73.9
2024-12-21,データ分析基盤構築,Software,橋本 彩子,仙台,1,2739043,77.4
2024-12-24,ヘルプデスク運用,Support,中島 健太,大阪,1,377315,71.9
